"";"year";"y81";"price";"age";"nbh";"cbd";"area";"land";"dist";"PU";"PUHom";"Fyear";"Fage";"Fa";"Fl"
"62";1978;0;56900;14;0;4000;1421;21120;6800;2,69412878787879;2,08302268505044;1;0,958869780572485;0,703088767350756;1,91846800851022
"63";1978;0;34000;78;0;10000;990;1710;15600;19,8830409356725;2,44381685881282;1;0,791361815895585;0,557900145028801;18,4281858974695
"64";1978;0;98000;153;0;10000;3792;35942;16200;2,72661510210895;2,75424300306124;1;0,631915244899498;1,31772771443811;1,18887739099531
"65";1978;0;85500;3;0;12000;2544;26726;17700;3,19913193145252;2,03761151591447;1;0,991040378772884;1,02065953765012;1,55216725187061
"66";1978;0;122500;0;0;12000;2206;50094;18500;2,4454026430311;2,97660329815547;1;1;0,931660053872436;0,881803754642429
"67";1978;0;185000;189;1;14000;5078;132422;14500;1,39704882874447;4,21743430040951;1;0,567224562426887;1,588522152333;0,367633395477793
"68";1978;0;67500;5;1;17000;1358;44775;16700;1,50753768844221;2,29683471773356;1;0,985111939603063;0,6829765658723;0,975544419452831
"69";1978;0;120000;8;1;16000;2171;44064;16200;2,72331154684096;3,05636065990431;1;0,97628570975791;0,922172648095146;0,98969997035468
"70";1978;0;79000;1;1;19000;1998;43561;19900;1,81354881660201;2,08022373457742;1;0,997004495503373;0,874442101830297;0,999979339293564
"71";1978;0;77500;1;1;18000;1998;147668;19800;0,524825960939405;1,80619985565399;1;0,997004495503373;0,874442101830297;0,333289268683771
"72";1978;0;58000;26;1;20000;1356;544500;21000;0,106519742883379;1,63880748818303;1;0,92496442654354;0,682332646941139;0,102986663483618
"73";1978;0;61900;0;1;19000;1411;44431;20200;1,39317143435889;2,02626254973162;1;1;0,699918122531333;0,982339494117418
"74";1978;0;79900;2;1;19000;1540;46174;21000;1,73041105383982;2,47839486882443;1;0,994017964053935;0,740224083770539;0,948901941509828
"75";1978;0;62400;0;1;20000;1296;46609;20900;1,33879722800318;2,14655181592452;1;1;0,662852884850724;0,940927750607943
"76";1978;0;89500;1;1;22000;2240;43560;23000;2,05463728191001;2,19042993582916;1;0,997004495503373;0,940824636829215;1
"77";1978;0;89500;0;6;21000;2436;43560;23100;2,05463728191001;2,0697207453386;1;1;0,992712319542352;1
"78";1978;0;94900;0;6;22000;2384;43560;23200;2,17860422405877;2,22511463867458;1;1;0,97909751982778;1
"79";1978;0;85900;0;6;24000;1862;56392;27100;1,52326571144843;2,29908690215545;1;1;0,835866544202127;0,792653417063467
"80";1978;0;92900;0;6;24000;2036;49737;27000;1,86782475822828;2,37794029646874;1;1;0,885049833899012;0,887498149793364
"81";1978;0;84900;0;6;24000;2082;43958;27000;1,93138905318713;2,16893831074541;1;1;0,897795891971138;0,991847611361
"82";1978;0;85900;0;6;24000;1962;44465;26700;1,93185651636118;2,27685271807307;1;1;0,864325471404842;0,981663440185335
"83";1978;0;85900;0;6;24000;2286;43996;26600;1,95245022274752;2,06687411393017;1;1;0,953144474253767;0,991076571864581
"84";1978;0;97900;0;6;24000;2464;43560;26400;2,24747474747475;2,24747474747475;1;1;1;1
"85";1978;0;78400;0;6;24000;1862;45302;26300;1,73060792018012;2,14480739476514;1;1;0,835866544202127;0,965324760188753
"86";1978;0;91400;0;6;24000;2738;43995;27000;2,07750880781907;1,95938340630134;1;1;1,06981172598135;0,991096846166229
"87";1978;0;106500;0;6;25000;2240;43995;27100;2,42072962836686;2,59610055544874;1;1;0,940824636829215;0,991096846166229
"88";1978;0;109500;0;6;24000;2780;43995;27000;2,48891919536311;2,32464202022372;1;1;1,08028567981011;0,991096846166229
"89";1978;0;148000;1;1;14000;2781;43560;15600;3,39761248852158;3,1538290207024;1;0,997004495503373;1,08053436257147;1
"90";1978;0;75000;12;1;16000;1537;48352;17700;1,55112508272667;2,3892088321874;1;0,964640293483123;0,739300883098519;0,910345155866799
"91";1978;0;90400;1;1;14000;2796;43560;15600;2,0752984389348;1,91977223416773;1;0,997004495503373;1,08426074999612;1
"92";1978;0;125000;1;1;14000;2794;43995;15600;2,84123195817707;2,65313062917326;1;0,997004495503373;1,08376431490614;0,991096846166229
"93";1978;0;123000;158;6;22000;2872;104544;33300;1,17653810835629;3,76759066418634;1;0,622507252567689;1,10303168662076;0,45478892734079
"94";1978;0;63000;30;6;21000;1357;45302;25600;1,39066707871617;2,30905979251914;1;0,913931185271229;0,682654649113212;0,965324760188753
"95";1978;0;87500;188;6;21000;3256;44867;25300;1,95020839369693;2,94517015119467;1;0,568928791179124;1,19527535039313;0,97374391204988
"96";1978;0;73000;0;0;30000;2038;49223;33300;1,48304654328261;1,86933158249665;1;1;0,885606151957282;0,89583455966549
"97";1978;0;84900;0;0;25000;1924;44431;28100;1,91082802547771;2,27886608120795;1;1;0,853574029786498;0,982339494117418
"98";1978;0;80900;0;0;25000;2370;43560;27300;1,85720844811754;1,90402111084274;1;1;0,975413790078997;1
"99";1978;0;94000;0;0;25000;2036;51836;27200;1,81341152866734;2,39617149018167;1;1;0,885049833899012;0,855087880208601
"100";1978;0;74500;0;0;30000;1818;55321;33200;1,34668570705519;2,02860809572441;1;1;0,823170943624037;0,806451147520209
"101";1978;0;82500;1;5;33000;1986;50094;36700;1,64690382081686;2,1505151718904;1;0,997004495503373;0,871077239261333;0,881803754642429
"102";1978;0;86000;3;5;31000;1855;50965;34600;1,6874325517512;2,35185617830008;1;0,991040378772884;0,833854073503075;0,868228941075561
"103";1978;0;76900;1;5;30000;1836;46174;33300;1,66543942478451;2,12511250300382;1;0,997004495503373;0,828377821740851;0,948901941509828
"104";1978;0;75900;1;5;30000;1836;45738;33300;1,65945165945166;2,09946865679946;1;0,997004495503373;0,828377821740851;0,957038988760487
"105";1978;0;75500;0;5;30000;1820;46174;33300;1,63511933122536;2,09185934579457;1;1;0,823750399216181;0,948901941509828
"106";1978;0;75000;0;5;30000;1728;47916;33300;1,56523916854495;2,14020897829818;1;1;0,796852504894957;0,917796893433534
"107";1978;0;73900;0;5;30000;2092;47045;33300;1,57083643320225;1,86941008832574;1;1;0,900553306410668;0,933075869961187
"108";1978;0;83900;0;5;33000;2036;46174;36800;1,81703989258024;2,16359217504719;1;1;0,885049833899012;0,948901941509828
"109";1978;0;76900;1;5;33000;2400;43560;37100;1,7653810835629;1,80076154461396;1;0,997004495503373;0,983297974279117;1
"110";1978;0;84300;0;5;30000;2104;68689;33200;1,22727074204021;2,04578764181385;1;1;0,903855948303383;0,663713436161477
"111";1978;0;75900;0;5;30000;1928;157252;33300;0,482664767379747;1,79301790100566;1;1;0,854709337769103;0,314950660917575
"112";1978;0;87900;0;5;30000;2067;204296;33300;0,430258056936993;1,93471032756111;1;1;0,893650813010878;0,248854332917497
"113";1978;0;65000;13;2;26000;1360;43910;30100;1,4803006148941;2,26777812947697;1;0,961750709146367;0,683620143493487;0,992823368040685
"114";1978;0;90000;0;2;26000;1940;43996;30000;2,04564051277389;2,40535426552925;1;1;0,858110185456539;0,991076571864581
"115";1978;0;104500;5;2;26000;2816;43560;29900;2,3989898989899;2,23577445882799;1;0,985111939603063;1,0892180911765;1
"116";1978;0;63000;14;2;24000;1235;95832;28400;0,65740045078888;2,16887226880055;1;0,958869780572485;0,642712583049312;0,491835177190156
"117";1978;0;66100;5;2;27000;1388;46600;31000;1,41845493562232;2,20911840014694;1;0,985111939603063;0,692594770556153;0,941091300848003
"118";1978;0;60000;6;2;27000;1070;48834;31000;1,22865216857108;2,36462169427832;1;0,982161032358301;0,58634816113229;0,902254413187896
"119";1978;0;73000;4;2;27000;1390;46100;31000;1,58351409978308;2,43279657356705;1;0,988071712861931;0,693233309117321;0,95027269639242
"120";1978;0;83000;3;2;24000;2574;43996;28200;1,88653513955814;1,86778516810871;1;0,991040378772884;1,02834636440701;0,991076571864581
"121";1978;0;70500;1;5;28000;1232;45000;32300;1,56666666666667;2,52145291295678;1;0,997004495503373;0,641712948781452;0,971153370060463
"122";1978;0;120000;4;5;28000;2650;43996;32000;2,72752068369852;2,65855143748215;1;0,988071712861931;1,04767675702537;0,991076571864581
"123";1978;0;62500;12;5;31000;1978;44867;35700;1,3930059954978;1,70689991957712;1;0,964640293483123;0,868829930520192;0,97374391204988
"124";1978;0;65500;1;5;28000;1248;45000;32800;1,45555555555556;2,32336029755037;1;0,997004495503373;0,647034271215182;0,971153370060463
"125";1978;0;84900;9;5;27000;1716;45500;31300;1,86593406593407;2,51311525497824;1;0,973361241524337;0,793306497254084;0,961543257752684
"126";1978;0;63400;9;5;31000;1144;44431;35600;1,42693164682316;2,43851207634204;1;0,973361241524337;0,61198757575075;0,982339494117418
"127";1978;0;80000;2;5;30000;2450;44867;34500;1,78304767423719;1,8488757360854;1;0,994017964053935;0,996359907743873;0,97374391204988
"128";1978;0;86000;2;0;23000;2952;43996;28200;1,9547231566506;1,76749990465097;1;0,994017964053935;1,12259839194051;0,991076571864581
"129";1978;0;94376;0;0;23000;2800;69260;28400;1,36263355472134;1,90591331401407;1;1;1,08525323683757;0,658786734444584
"130";1978;0;90500;0;0;23000;2108;52272;28000;1,73132843587389;2,25431938498659;1;1;0,904955320969861;0,848666146789187
"131";1978;0;90500;2;0;24000;2208;54014;28400;1,67549153923057;2,19439737029469;1;0,994017964053935;0,932200548133188;0,823992726033225
"132";1978;0;84900;0;0;24000;1560;44864;28600;1,89238587731812;2,60368903637334;1;1;0,74636229717333;0,973802513596164
"133";1978;0;86000;2;0;24000;2248;49222;28300;1,747186217545;2,08070074356681;1;0,994017964053935;0,942973712939291;0,895850939542064
"134";1978;0;91500;6;2;22000;2284;44001;27800;2,07949819322288;2,24283643490523;1;0,982161032358301;0,952610695980278;0,99097521348832
"135";1978;0;89912;23;2;21000;2632;64904;27000;1,38530753112289;2,03725236696697;1;0,933326680078203;1,04311674260593;0,698449108417531
"136";1978;0;88000;23;2;21000;2632;64904;27000;1,35584863798841;1,99392971230863;1;0,933326680078203;1,04311674260593;0,698449108417531
"137";1978;0;73500;14;2;19000;1936;43996;25200;1,67060641876534;2,0513413212862;1;0,958869780572485;0,856977413224117;0,991076571864581
"138";1978;0;85000;8;2;21000;2004;44080;26700;1,92831215970962;2,27863236645051;1;0,97628570975791;0,876121804072243;0,989376650521225
"139";1978;0;87000;13;2;21000;1920;44260;26200;1,96565747853592;2,43228116273346;1;0,961750709146367;0,852437871774355;0,985754606737996
"140";1978;0;97000;5;2;20000;2136;44000;25800;2,20454545454545;2,47438372887289;1;0,985111939603063;0,912630016602948;0,990995483412834
"141";1978;0;72500;3;2;24000;2472;46422;29000;1,56175951057688;1,66530666392652;1;0,991040378772884;1,00207670949184;0,94433833808868
"142";1978;0;77000;4;2;24000;1792;45106;29000;1,7070899658582;2,18581534374785;1;0,988071712861931;0,81561700736701;0,969099121687034
"143";1978;0;85000;5;2;23000;2136;117176;28100;0,725404519696866;1,96596437332088;1;0,985111939603063;0,912630016602948;0,410415999004588
"144";1978;0;82000;4;2;20000;2016;44900;25800;1,82628062360802;2,15972164346791;1;0,988071712861931;0,879475787442134;0,973099786053372
"145";1978;0;93000;0;2;20000;2514;43996;26000;2,11382852986635;2,1056142958064;1;1;1,01294000787605;0,991076571864581
"146";1978;0;105000;0;2;20000;2432;43663;25600;2,40478208093809;2,43014519828538;1;1;0,991668766490739;0,997876670331262
"147";1978;0;106500;0;2;20000;2878;43560;25600;2,44490358126722;2,21357214734525;1;1;1,10450593815043;1
"148";1978;0;44900;15;3;26000;960;51690;31700;0,868639969046237;1,93760977419945;1;0,9559974818331;0,547020420349307;0,857261273434753
"149";1978;0;73000;11;0;19000;1868;56900;25900;1,2829525483304;2,01341416475584;1;0,967538559589032;0,837589352222125;0,78628147595255
"150";1978;0;46500;11;3;29000;1296;94961;35200;0,489674708564569;1,53969219456618;1;0,967538559589032;0,662852884850724;0,49589340499495
"151";1978;0;50000;13;3;29000;1668;43560;35700;1,14784205693297;1,53201916659687;1;0,961750709146367;0,779032218860766;1
"152";1978;0;90000;0;3;29000;2052;43560;35400;2,06611570247934;2,32279659362073;1;1;0,889494890837049;1
"153";1978;0;49500;1;0;33000;1100;38768;38600;1,27682624845233;1,93214800319303;1;0,997004495503373;0,596817114045022;1,11058812860035
"154";1978;0;57000;28;0;35000;1320;64033;40000;0,890166008152047;2,04182660091341;1;0,919431256095125;0,670682949728094;0,706993823265025
"155";1978;0;120000;9;0;11000;3030;47916;14800;2,50438266967193;2,45587820798552;1;0,973361241524337;1,14149294586718;0,917796893433534
"156";1978;0;83500;3;0;14000;1924;42688;18900;1,95605322338831;2,270619001856;1;0,991040378772884;0,853574029786498;1,01836591954273
"157";1978;0;3e+05;0;0;11000;3770;282704;15500;1,06118059878884;4,35111499656658;1;1;1,31282976270932;0,185772029613402
"158";1978;0;64900;3;0;12000;2856;29955;17700;2,16658320814555;1,42001238110373;1;0,991040378772884;1,0990949179307;1,40073729639353
"159";1978;0;50900;58;4;6000;930;8185;13400;6,21869273060477;3,06637335854438;1;0,840296897658433;0,536017583911761;4,50258861209593
"160";1978;0;60500;12;4;7000;1399;10000;13600;6,05;2,39628023150515;1;0,964640293483123;0,696102649929134;3,75992415089357
"161";1978;0;70400;3;4;6000;1342;8500;13500;8,28235294117647;2,83301434143488;1;0,991040378772884;0,677815599916811;4,35213191789972
"162";1978;0;48000;48;4;6000;1500;5153;11800;9,31496215796623;2,16444317797906;1;0,865887748059206;0,727860842084186;6,82849437134122
"163";1978;0;53500;25;0;10000;1333;11883;16800;4,50223007657999;2,2336387179841;1;0,927743486328553;0,674902824036524;3,21918248823689
"164";1978;0;66000;8;6;24000;1844;92783;26200;0,711337206169234;1,73222435951329;1;0,97628570975791;0,830686086716829;0,506357811745509
"165";1978;0;64000;8;6;24000;1764;86249;26000;0,74203758884161;1,74076244722899;1;0,97628570975791;0,807437734064979;0,540754848889154
"166";1978;0;65000;11;0;15000;2727;44867;21300;1,44872623531772;1,44106924399535;1;0,967538559589032;1,06705901198506;0,97374391204988
"167";1978;0;72900;10;0;14000;2080;25000;19700;2,916;2,03176181439948;1;0,970445533548508;0,897243837440128;1,6482879215025
"168";1978;0;26000;2;0;13000;2030;25120;19400;1,03503184713376;0,718208686299878;1;0,994017964053935;0,883379698062106;1,64119963767624
"169";1978;0;117000;0;0;14000;3030;32255;21000;3,62734459773678;2,42478837436208;1;1;1,14149294586718;1,31051423406149
"170";1978;0;97000;0;0;14000;2252;30894;20200;3,13976823978766;2,44124585637027;1;1;0,944047218347127;1,36236148090401
"171";1978;0;95000;2;0;13000;2238;25690;19800;3,69793694044375;2,45987747336902;1;0,994017964053935;0,940286936313773;1,60839009583734
"172";1978;0;107900;0;0;14000;2464;30945;20500;3,48683147519793;2,56320482547146;1;1;1;1,36034055513164
"173";1978;0;120000;0;0;14000;2464;31059;20900;3,86361441128175;2,84959680510235;1;1;1;1,35584599349766
"174";1978;0;120000;1;0;14000;2502;34666;21100;3,46160503086598;2,7993734998529;1;0,997004495503373;1,0098429204782;1,22819047384498
"175";1978;0;121000;0;0;14000;2510;31915;20900;3,79132069559768;2,83182016480017;1;1;1,01190823794055;1,3230727356287
"176";1978;0;107000;0;0;14000;2012;30800;20800;3,47402597402597;2,8951946489107;1;1;0,878358593577003;1,36610298133263
"177";1978;0;119900;0;0;14000;2352;31331;20500;3,82688072516038;2,93070996194176;1;1;0,970666034109943;1,34524768402145
"178";1978;0;142500;0;0;14000;2492;27248;20300;5,22974163241339;3,40378110595835;1;1;1,00725792736387;1,52537953839415
"179";1978;0;84211;0;0;14000;2756;27205;20200;3,09542363536115;1,88623683384426;1;1;1,07430759543198;1,52754926916231
"180";1981;1;49000;81;4;4000;1554;6790;11800;7,21649484536082;1,63486505157495;1,41906754859326;0,784271513771558;0,744523823542519;5,32716669993917
"181";1981;1;52000;71;4;3000;1575;3485;10100;14,9210903873745;1,78441608929692;1,41906754859326;0,80815613721649;0,750947380960253;9,70949359945609
"182";1981;1;68000;31;4;3000;3304;18731;10200;3,63034541668891;1,08874074436862;1,41906754859326;0,911193500296141;1,20652291443844;2,13734296716427
"183";1981;1;54000;41;4;3000;1700;7500;11200;7,2;1,49377931976795;1,41906754859326;0,884263662560822;0,788564568200555;4,87106524721818
"184";1981;1;70000;31;4;4000;1454;5500;11800;12,7272727272727;2,14228790230444;1,41906754859326;0,911193500296141;0,713495387570528;6,43950764944224
"185";1981;1;47000;81;4;3000;1410;4500;10200;10,4444444444444;1,73891290753435;1,41906754859326;0,784271513771558;0,699600613841709;7,71414542086665
"186";1981;1;73900;19;0;5000;1592;13068;13200;5,65503520048975;1,88800286198001;1,41906754859326;0,944594069366524;0,756124848227313;2,95522716855071
"187";1981;1;117500;1;0;9000;1910;15246;18200;7,70693952512134;2,4924801085027;1,41906754859326;0,997004495503373;0,84959374202434;2,57240153513222
"188";1981;1;60000;41;0;10000;735;10454;19000;5,73942988329826;2,7459031966139;1,41906754859326;0,884263662560822;0,461077411950173;3,61264126075286
"189";1981;1;85000;1;0;16000;1154;43560;23000;1,95133149678604;2,24114110959325;1,41906754859326;0,997004495503373;0,615405916754549;1
"190";1981;1;66479;26;0;9000;1104;15512;17000;4,28564981949458;2,1550649253323;1,41906754859326;0,92496442654354;0,598205162598234;2,53266685918643
"191";1981;1;70000;81;4;1000;1830;13939;9000;5,0218810531602;1,95752644341376;1,41906754859326;0,784271513771558;0,82664424615684;2,78849986430556
"192";1981;1;66500;41;4;3000;1166;9770;10500;6,80655066530194;2,28050608571379;1,41906754859326;0,884263662560822;0,619493882441338;3,83949385304452
"193";1981;1;91000;31;4;4000;2263;10019;11500;9,08274278870147;1,97614189074246;1,41906754859326;0,911193500296141;0,946995824897707;3,75350626451396
"194";1981;1;72500;31;4;4000;1482;12632;11900;5,73939202026599;2,01699689173532;1,41906754859326;0,911193500296141;0,722258730325815;3,04687178188075
"195";1981;1;67000;36;4;4000;970;11104;11900;6,03386167146974;2,51399638639913;1,41906754859326;0,897627596430436;0,550660417488715;3,42174448674754
"196";1981;1;68000;21;1;8000;1684;81273;5800;0,836686230359406;1,40437728949499;1,41906754859326;0,938943473689134;0,783806544845015;0,570462921940536
"197";1981;1;85000;18;2;18000;1080;52272;24100;1,62610958065504;2,41613173738332;1,41906754859326;0,947432106501799;0,589849415336129;0,848666146789187
"198";1981;1;106000;13;4;3000;1633;17728;10500;5,97924187725632;2,53824836505072;1,41906754859326;0,961750709146367;0,768530500622986;2,24587362660137
"199";1981;1;130000;24;4;4000;3208;17424;11500;7,46097337006428;2,09206741997548;1,41906754859326;0,930530895811206;1,18396793287324;2,2811088413887
"200";1981;1;119900;0;0;11000;2258;12500;18800;9,592;2,32387497569261;1,41906754859326;1;0,945656190324255;3,07581402062693
"201";1981;1;125000;1;0;12000;2016;12632;18900;9,89550348321723;2,61011501247073;1,41906754859326;0,997004495503373;0,879475787442134;3,04687178188075
"202";1981;1;118000;0;0;12000;1991;12632;18900;9,34135528815706;2,47626481460248;1,41906754859326;1;0,87248015235883;3,04687178188075
"203";1981;1;1e+05;0;0;12000;1746;13504;19000;7,40521327014218;2,2673227279292;1,41906754859326;1;0,802154941020642;2,86921371170974
"204";1981;1;128000;1;0;12000;2700;13504;19000;9,47867298578199;2,20222505166863;1,41906754859326;0,997004495503373;1,06028534521503;2,86921371170974
"205";1981;1;140000;0;0;11000;2302;13504;18800;10,3672985781991;2,65951403156763;1,41906754859326;1;0,957408665836094;2,86921371170974
"206";1981;1;143500;0;0;11000;2144;12806;18400;11,2056848352335;2,86810197834398;1,41906754859326;1;0,914816121897903;3,00958723543077
